GPS LATITUDE (degrees),GPS LONGITUDE (degrees),GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE,TIME SINCE START (ms),DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (Î¼T),MAGNETIC FIELD Y (Î¼T),MAGNETIC FIELD Z (Î¼T),ORIENTATION (Azimuth) (Â°),ORIENTATION (Pitch) (Â°),ORIENTATION (Roll ) (Â°),latitude,longitude,timestamp,speed_mps,gyro_z,accel_forward,accel_lateral,x_m,y_m,heading_deg,dt_s,dr_speed_mps,dr_heading_deg,dr_x_m,dr_y_m,position_error_m
52.71424,-1.557768,137.83,17.74,4,319.59,23 / 23,1358019,2019-11-06 11:04:25:362,1.9266,1.2725,9.7322,-0.0802,0.0331,9.8062,0.1771,0.0324,0.0162,-7.81,-35.94,-2.44,142.84,-82.85,47.88,52.71424,-1.557768,1358.019,4.927777777777777,0.0162,1.9266,1.2725,-6930.274256543788,16947.21876989689,130.90122302621884,0.0989999999999327,5.080538178227394,132.74421590226484,-2100.727650096098,4778.7157691276625,13091.86715879672
52.71424,-1.557768,137.83,17.74,4,319.59,23 / 23,1358120,2019-11-06 11:04:25:463,0.2574,-0.9474,10.6328,-0.0284,-0.0195,9.8065,0.1257,-0.1559,-0.0921,-7.75,-35.87,-2.37,142.98,-82.41,45.94,52.71424,-1.557768,1358.12,4.927777777777777,-0.0921,0.2574,-0.9474,-6930.274256543788,16947.21876989689,130.90122302621884,0.1009999999998854,5.0312853803581445,131.18039602375978,-2101.062238774709,4779.098230658119,13091.388244567866
52.71424,-1.557768,137.83,17.74,4,319.59,23 / 23,1358221,2019-11-06 11:04:25:564,2.2665,-3.6303,9.7509,0.004,-0.007,9.8066,0.1332,-0.0962,0.0468,-7.37,-36.5,-1.75,141.77,-82.34,43.82,52.71424,-1.557768,1358.221,4.927777777777777,0.0468,2.2665,-3.6303,-6930.274256543788,16947.21876989689,130.90122302621884,0.10100000000011278,4.9293593562659845,132.9962281446455,-2101.4017581184808,4779.4623686363,13090.924545136842
52.71424,-1.557768,137.83,17.74,4,319.59,23 / 23,1358320,2019-11-06 11:04:25:663,0.3047,-1.8463,9.1717,0.0163,-0.0027,9.8066,-0.0063,-0.2598,0.0822,-7.75,-36.25,-2.37,141.25,-82.41,44.31,52.71424,-1.557768,1358.32,4.927777777777777,0.0822,0.3047,-1.8463,-6930.274256543788,16947.21876989689,130.90122302621884,0.0989999999999327,5.145255093469465,131.65491540917128,-2101.7403139545063,4779.842957902197,13090.445912383972
52.71424,-1.557768,137.83,17.74,4,319.59,23 / 23,1358420,2019-11-06 11:04:25:763,-0.1174,-0.0588,9.9733,0.0155,0.0326,9.8066,-0.0063,-0.2598,0.0822,-8.25,-36.12,-2.12,141.25,-82.41,44.31,52.71424,-1.557768,1358.42,4.927777777777777,0.0822,-0.1174,-0.0588,-6930.274256543788,16947.21876989689,130.90122302621884,0.10000000000013642,5.113788978623048,131.78274113841522,-2102.081049746263,4780.224281252381,13089.965795557742
52.71424,-1.557768,137.83,17.74,4,319.59,23 / 23,1358520,2019-11-06 11:04:25:863,0.7656,0.9436,9.7131,0.0164,0.0208,9.8066,0.0754,-0.3677,0.1999,-7.56,-36.44,-2.69,142.38,-82.32,45.72,52.71424,-1.557768,1358.52,4.927777777777777,0.1999,0.7656,0.9436,-6930.274256543788,16947.21876989689,130.90122302621884,0.09999999999990905,5.103826621452366,133.81740323421184,-2102.434419496898,4780.592547842169,13089.493157466657
52.71424,-1.557768,137.83,17.74,4,319.59,23 / 23,1358620,2019-11-06 11:04:25:963,1.0545,-2.7205,9.7143,0.0486,0.0189,9.8065,0.1029,-0.4098,0.1708,-7.81,-36.0,-2.25,143.71,-82.4,47.93,52.71424,-1.557768,1358.62,4.927777777777777,0.1708,1.0545,-2.7205,-6930.274256543788,16947.21876989689,130.90122302621884,0.09999999999990905,5.047411625504232,133.38728680917538,-2102.781139464229,4780.95935692797,13089.024329532944
52.71424,-1.557768,137.83,17.74,4,319.59,23 / 23,1358720,2019-11-06 11:04:26:063,-0.4783,-5.3156,10.133,0.0621,-0.0188,9.8063,0.0197,-0.4919,0.1778,-8.12,-35.44,-2.37,143.71,-82.4,47.93,52.71424,-1.557768,1358.72,4.927777777777777,0.1778,-0.4783,-5.3156,-6930.274256543788,16947.21876989689,130.90122302621884,0.10000000000013642,5.099161616328274,132.49659368042435,-2103.125611478358,4781.335327037655,13088.547818103943
52.71424,-1.557768,137.83,17.74,4,319.59,23 / 23,1358820,2019-11-06 11:04:26:163,0.0609,-4.846,9.6423,0.0084,0.0256,9.8066,0.0197,-0.4919,0.1778,-7.31,-36.31,-2.19,144.38,-82.7,49.72,52.71424,-1.557768,1358.82,4.927777777777777,0.1778,0.0609,-4.846,-6930.274256543788,16947.21876989689,130.90122302621884,0.09999999999990905,5.042559761566733,131.35239250578468,-2103.4587675343714,4781.713851979806,13088.07310771169
52.71424,-1.557768,137.83,17.74,4,319.59,23 / 23,1358920,2019-11-06 11:04:26:263,-0.5937,2.2223,9.6346,0.0006,0.0437,9.8065,-0.0551,-0.285,0.201,-7.69,-35.87,-1.81,145.21,-82.6,50.71,52.71424,-1.557768,1358.92,4.927777777777777,0.201,-0.5937,2.2223,-6930.274256543788,16947.21876989689,130.90122302621884,0.10000000000013642,5.088020642788662,134.01276099153952,-2103.8122926548162,4782.079774826632,13087.602601632048
52.714363,-1.557936,137.8,17.85,4,320.87,24 / 24,1359020,2019-11-06 11:04:26:363,0.3579,4.1786,9.8507,0.028,0.131,9.8057,-0.0759,-0.103,0.01,-7.62,-36.0,-2.0,148.83,-82.05,54.84,52.714363,-1.557936,1359.02,4.958333333333334,0.01,0.3579,4.1786,-6941.630375296277,16960.895745873786,129.70316057023217,0.09999999999990905,5.06230417204151,131.04610332828346,-2104.144717007205,4782.461564409048,13104.02711407532
52.714363,-1.557936,137.8,17.85,4,320.87,24 / 24,1359120,2019-11-06 11:04:26:463,-1.5804,-0.3534,9.7463,0.0093,-0.0362,9.8065,0.0283,0.2262,-0.144,-7.12,-36.25,-1.69,148.83,-82.05,54.84,52.714363,-1.557936,1359.12,4.958333333333334,-0.144,-1.5804,-0.3534,-6941.630375296277,16960.895745873786,129.70316057023217,0.09999999999990905,5.184147755861135,131.40122535140674,-2104.487559165888,4782.850425738799,13103.539157147718
52.714363,-1.557936,137.8,17.85,4,320.87,24 / 24,1359220,2019-11-06 11:04:26:563,-1.1254,-6.9665,9.2965,-0.0137,-0.0354,9.8066,0.0283,0.2262,-0.144,-7.37,-36.25,-1.0,153.74,-82.26,54.38,52.714363,-1.557936,1359.22,4.958333333333334,-0.144,-1.1254,-6.9665,-6941.630375296277,16960.895745873786,129.70316057023217,0.10000000000013642,5.029821500629242,131.93270758552134,-2104.8236806798805,4783.224609344952,13103.067324505872
52.714363,-1.557936,137.8,17.85,4,320.87,24 / 24,1359320,2019-11-06 11:04:26:663,-0.637,-5.8978,9.0011,-0.028,-0.045,9.8064,-0.053,0.4336,-0.3317,-6.87,-35.87,-1.94,147.05,-82.42,52.38,52.714363,-1.557936,1359.32,4.958333333333334,-0.3317,-0.637,-5.8978,-6941.630375296277,16960.895745873786,129.70316057023217,0.09999999999990905,5.169947524808876,129.6328444050002,-2105.1534538356273,4783.622771673458,13102.575552158103
52.714363,-1.557936,137.8,17.85,4,320.87,24 / 24,1359420,2019-11-06 11:04:26:763,1.4289,1.7719,9.1341,0.0086,0.0659,9.8064,-0.136,0.5915,-0.3527,-7.06,-36.19,-2.06,147.05,-82.42,52.38,52.714363,-1.557936,1359.42,4.958333333333334,-0.3527,1.4289,1.7719,-6941.630375296277,16960.895745873786,129.70316057023217,0.10000000000013642,5.110279124734201,130.6911307047669,-2105.4866343444655,4784.010251061114,13102.092452617126
52.714363,-1.557936,137.8,17.85,4,320.87,24 / 24,1359520,2019-11-06 11:04:26:863,-0.1656,3.0114,9.4101,-0.0051,0.0347,9.8065,-0.1552,0.6544,-0.3392,-7.06,-36.0,-2.19,148.71,-82.12,54.22,52.714363,-1.557936,1359.52,4.958333333333334,-0.3392,-0.1656,3.0114,-6941.630375296277,16960.895745873786,129.70316057023217,0.09999999999990905,5.083859983566235,131.1487007782052,-2105.821160226001,4784.393067933662,13101.613191910435
52.714363,-1.557936,137.8,17.85,4,320.87,24 / 24,1359620,2019-11-06 11:04:26:963,-0.1895,-1.0182,9.8632,-0.0209,-0.0398,9.8065,-0.1552,0.6544,-0.3392,-7.5,-36.12,-2.25,148.4,-81.96,53.28,52.714363,-1.557936,1359.62,4.958333333333334,-0.3392,-0.1895,-1.0182,-6941.630375296277,16960.895745873786,129.70316057023217,0.09999999999990905,5.116683479418121,131.30773633960132,-2106.158914089203,4784.777420410143,13101.131314807877
52.714363,-1.557936,137.8,17.85,4,320.87,24 / 24,1359720,2019-11-06 11:04:27:063,1.5386,-6.509,9.1574,-0.0136,-0.1444,9.8055,-0.0327,0.4042,-0.1725,-7.62,-36.31,-2.44,144.25,-82.61,49.32,52.714363,-1.557936,1359.72,4.958333333333334,-0.1725,1.5386,-6.509,-6941.630375296277,16960.895745873786,129.70316057023217,0.10000000000013642,5.145000733692243,130.16027509657644,-2106.4907295769076,4785.170623675156,13100.643405762408
52.714363,-1.557936,137.8,17.85,4,320.87,24 / 24,1359820,2019-11-06 11:04:27:163,0.7843,1.3084,9.8388,0.0249,0.0028,9.8066,0.0652,-0.0478,0.0373,-7.37,-35.75,-2.56,144.25,-82.61,49.32,52.714363,-1.557936,1359.82,4.958333333333334,0.0373,0.7843,1.3084,-6941.630375296277,16960.895745873786,129.70316057023217,0.09999999999990905,5.176670670168054,131.4642306992836,-2106.833504042888,4785.558547453424,13100.156360956924
52.714363,-1.557936,137.8,17.85,4,320.87,24 / 24,1359920,2019-11-06 11:04:27:263,0.6086,5.3148,10.293,0.0158,0.0273,9.8065,0.1277,-0.4621,0.2977,-7.81,-35.69,-2.44,145.9,-82.68,51.93,52.714363,-1.557936,1359.92,4.958333333333334,0.2977,0.6086,5.3148,-6941.630375296277,16960.895745873786,129.70316057023217,0.10000000000013642,5.123990484490011,131.230152893383,-2107.171218744066,4785.94390646196,13099.673569534812
52.714493,-1.558106,137.75,17.84,4,320.46,23 / 23,1360020,2019-11-06 11:04:27:363,-0.2461,-0.6453,10.1973,0.0163,0.0129,9.8066,0.1277,-0.4621,0.2977,-7.75,-36.44,-2.25,146.55,-82.67,52.88,52.714493,-1.558106,1360.02,4.955555555555556,0.2977,-0.2461,-0.6453,-6953.121685938686,16975.35108633744,128.4830357115895,0.09999999999990905,5.0610207512924426,131.31688983081025,-2107.5053590246675,4786.324024316486,13116.873800808438
52.714493,-1.558106,137.75,17.84,4,320.46,23 / 23,1360120,2019-11-06 11:04:27:463,1.2547,-7.6009,9.8414,-0.0243,-0.0506,9.8064,0.1414,-0.7881,0.3711,-7.37,-36.81,-1.31,146.55,-82.67,52.88,52.714493,-1.558106,1360.12,4.955555555555556,0.3711,1.2547,-7.6009,-6953.121685938686,16975.35108633744,128.4830357115895,0.09999999999990905,5.108337061743845,130.7832683427941,-2107.8390353545715,4786.71082036381,13116.391100350933
52.714493,-1.558106,137.75,17.84,4,320.46,23 / 23,1360220,2019-11-06 11:04:27:563,0.8734,-3.6227,10.3519,-0.014,-0.0803,9.8063,0.1414,-0.7881,0.3711,-7.56,-36.44,-2.31,149.67,-82.83,50.62,52.714493,-1.558106,1360.22,4.955555555555556,0.3711,0.8734,-3.6227,-6953.121685938686,16975.35108633744,128.4830357115895,0.10000000000013642,5.196395217388675,129.76763108176922,-2108.171436056659,4787.110238698148,13115.897143691502
52.714493,-1.558106,137.75,17.84,4,320.46,23 / 23,1360320,2019-11-06 11:04:27:663,-0.9832,5.219,10.6297,-0.0008,-0.0882,9.8062,-0.0037,-0.4799,0.2568,-7.5,-36.12,-2.69,137.17,-83.27,48.36,52.714493,-1.558106,1360.32,4.955555555555556,0.2568,-0.9832,5.219,-6953.121685938686,16975.35108633744,128.4830357115895,0.09999999999990905,5.172939459831187,129.82618012202843,-2108.5027424910927,4787.507515771553,13115.40558304605
52.714493,-1.558106,137.75,17.84,4,320.46,23 / 23,1360420,2019-11-06 11:04:27:763,-0.6989,2.6423,10.1318,0.0104,0.0694,9.8063,0.0908,-0.3194,0.142,-7.62,-36.44,-2.19,144.7,-83.01,51.0,52.714493,-1.558106,1360.42,4.955555555555556,0.142,-0.6989,2.6423,-6953.121685938686,16975.35108633744,128.4830357115895,0.10000000000013642,5.150993729461774,130.79463312784782,-2108.8392825086366,4787.897474975319,13114.918891601488
52.714493,-1.558106,137.75,17.84,4,320.46,23 / 23,1360521,2019-11-06 11:04:27:864,0.6915,-3.5377,9.8713,-0.0548,0.0877,9.806,-0.0758,0.2522,-0.1076,-7.06,-36.19,-2.25,144.7,-83.01,51.0,52.714493,-1.558106,1360.521,4.955555555555556,-0.1076,0.6915,-3.5377,-6953.121685938686,16975.35108633744,128.4830357115895,0.1009999999998854,5.145339906561675,130.20993514250986,-2109.1747823505225,4788.294345814142,13114.426163638107
52.714493,-1.558106,137.75,17.84,4,320.46,23 / 23,1360619,2019-11-06 11:04:27:962,1.7011,-6.2394,9.2836,0.0041,-0.0184,9.8066,-0.0758,0.2522,-0.1076,-7.56,-36.12,-2.37,145.92,-82.4,51.26,52.714493,-1.558106,1360.619,4.955555555555556,-0.1076,1.7011,-6.2394,-6953.121685938686,16975.35108633744,128.4830357115895,0.09799999999995634,5.140528060085884,128.88612898304052,-2109.491037474684,4788.686479302161,13113.944948149894
52.714493,-1.558106,137.75,17.84,4,320.46,23 / 23,1360720,2019-11-06 11:04:28:063,2.2872,-0.2712,9.1495,0.0496,-0.0968,9.806,-0.0951,0.6627,-0.3534,-7.06,-36.06,-2.31,144.77,-83.03,50.63,52.714493,-1.558106,1360.72,4.955555555555556,-0.3534,2.2872,-0.2712,-6953.121685938686,16975.35108633744,128.4830357115895,0.10100000000011278,5.163493297281049,131.65806837982174,-2109.837678575266,4789.076114480204,13113.454833326585
52.714493,-1.558106,137.75,17.84,4,320.46,23 / 23,1360820,2019-11-06 11:04:28:163,-0.8586,3.9464,10.3642,-0.0265,0.0401,9.8064,0.0216,0.5776,-0.3534,-7.56,-36.19,-2.0,144.77,-83.03,50.63,52.714493,-1.558106,1360.82,4.955555555555556,-0.3534,-0.8586,3.9464,-6953.121685938686,16975.35108633744,128.4830357115895,0.09999999999990905,5.0827241162694605,129.19114075725727,-2110.158860725972,4789.470047051196,13112.9701299907
52.714493,-1.558106,137.75,17.84,4,320.46,23 / 23,1360920,2019-11-06 11:04:28:263,0.9746,-2.2025,9.7317,-0.009,0.0266,9.8066,0.0074,0.2262,-0.1477,-7.06,-36.31,-2.06,145.36,-82.75,50.69,52.714493,-1.558106,1360.92,4.955555555555556,-0.1477,0.9746,-2.2025,-6953.121685938686,16975.35108633744,128.4830357115895,0.10000000000013642,5.037801252266806,131.96621134630905,-2110.495734586501,4789.84462737191,13112.49761739541
52.714615,-1.558273,137.7,17.81,4,320.33,23 / 23,1361020,2019-11-06 11:04:28:363,1.88,-4.0773,9.4992,0.0181,-0.0183,9.8066,0.0074,0.2262,-0.1477,-7.19,-36.19,-1.62,146.04,-82.55,51.15,52.714615,-1.558273,1361.02,4.947222222222222,-0.1477,1.88,-4.0773,-6964.4102087462215,16988.916867388667,129.76493103066946,0.09999999999990905,5.100672397259076,131.60729496833318,-2110.8344301582138,4790.226011559762,13128.794934592433
52.714615,-1.558273,137.7,17.81,4,320.33,23 / 23,1361120,2019-11-06 11:04:28:463,0.6419,0.1033,9.6359,0.0483,-0.0178,9.8065,0.0032,-0.2183,0.1205,-7.19,-36.06,-1.81,146.49,-82.79,52.55,52.714615,-1.558273,1361.12,4.947222222222222,0.1205,0.6419,0.1033,-6964.4102087462215,16988.916867388667,129.76493103066946,0.09999999999990905,5.056343142883338,130.75657799893136,-2111.164531863072,4790.609024515463,13128.317021982935
52.714615,-1.558273,137.7,17.81,4,320.33,23 / 23,1361220,2019-11-06 11:04:28:563,-0.2261,-0.495,9.8471,-0.0138,-0.0476,9.8065,0.0032,-0.2183,0.1205,-7.56,-35.81,-2.0,146.49,-82.79,52.55,52.714615,-1.558273,1361.22,4.947222222222222,0.1205,-0.2261,-0.495,-6964.4102087462215,16988.916867388667,129.76493103066946,0.10000000000013642,5.044471184453363,129.37130488337445,-2111.4845245783863,4790.998988048956,13127.836390173792
52.714615,-1.558273,137.7,17.81,4,320.33,23 / 23,1361320,2019-11-06 11:04:28:663,0.9481,-2.7707,9.2913,-0.0202,0.0116,9.8065,0.0298,-0.2078,0.083,-7.31,-35.81,-2.19,144.33,-82.9,49.55,52.714615,-1.558273,1361.32,4.947222222222222,0.083,0.9481,-2.7707,-6964.4102087462215,16988.916867388667,129.76493103066946,0.09999999999990905,5.061208293392825,131.88634260606815,-2111.8224387402024,4791.3757801841375,13127.361373850215
52.714615,-1.558273,137.7,17.81,4,320.33,23 / 23,1361420,2019-11-06 11:04:28:763,-0.178,-5.42,9.0523,-0.0141,0.0348,9.8065,0.1103,-0.3748,0.1233,-7.69,-36.12,-2.0,144.55,-82.69,49.96,52.714615,-1.558273,1361.42,4.947222222222222,0.1233,-0.178,-5.42,-6964.4102087462215,16988.916867388667,129.76493103066946,0.10000000000013642,5.221487918448907,130.0246825621741,-2112.158241794995,4791.775624740457,13126.865720494437
52.714615,-1.558273,137.7,17.81,4,320.33,23 / 23,1361520,2019-11-06 11:04:28:863,0.3798,-0.4621,10.5383,0.0144,0.0786,9.8063,0.2107,-0.5703,0.1347,-7.31,-37.12,-2.06,144.55,-82.69,49.96,52.714615,-1.558273,1361.52,4.947222222222222,0.1347,0.3798,-0.4621,-6964.4102087462215,16988.916867388667,129.76493103066946,0.09999999999990905,5.104028453926015,131.55076667736404,-2112.4967835281245,4792.1575940579605,13126.385666183596
52.714615,-1.558273,137.7,17.81,4,320.33,23 / 23,1361620,2019-11-06 11:04:28:963,1.5123,6.2437,10.7534,0.0854,-0.1255,9.8054,0.006,0.0022,0.0109,-7.44,-36.56,-2.25,147.59,-82.36,52.48,52.714615,-1.558273,1361.62,4.947222222222222,0.0109,1.5123,6.2437,-6964.4102087462215,16988.916867388667,129.76493103066946,0.09999999999990905,5.115317614040272,132.81183719268736,-2112.8444168694687,4792.532848375605,13125.908493210894
52.714615,-1.558273,137.7,17.81,4,320.33,23 / 23,1361720,2019-11-06 11:04:29:063,1.3831,-3.5726,9.6884,0.1112,-0.2046,9.8038,0.006,0.0022,0.0109,-7.5,-36.31,-2.62,138.41,-83.71,51.64,52.714615,-1.558273,1361.72,4.947222222222222,0.0109,1.3831,-3.5726,-6964.4102087462215,16988.916867388667,129.76493103066946,0.10000000000013642,5.0361040818720095,130.35478793848537,-2113.1705140615218,4792.9166244360495,13125.431364392745
52.714615,-1.558273,137.7,17.81,4,320.33,23 / 23,1361820,2019-11-06 11:04:29:163,1.4542,-6.695,10.2122,-0.0054,-0.0133,9.8066,-0.1138,0.5037,-0.2103,-7.69,-36.0,-2.12,143.29,-83.75,50.95,52.714615,-1.558273,1361.82,4.947222222222222,-0.2103,1.4542,-6.695,-6964.4102087462215,16988.916867388667,129.76493103066946,0.09999999999990905,5.005034574282591,131.85537536032786,-2113.504476318945,4793.289415156849,13124.961538173213
52.714615,-1.558273,137.7,17.81,4,320.33,23 / 23,1361919,2019-11-06 11:04:29:262,-0.3389,0.6286,10.5266,0.0318,0.0339,9.8065,-0.0478,0.5486,-0.2741,-7.69,-37.06,-1.87,143.29,-83.75,50.95,52.714615,-1.558273,1361.919,4.947222222222222,-0.2741,-0.3389,0.6286,-6964.4102087462215,16988.916867388667,129.76493103066946,0.09900000000016007,5.056269590066282,130.61565133878315,-2113.830338627829,4793.669395117837,13124.488027588955
52.71474,-1.558441,137.64,17.77,4,321.01,23 / 23,1362019,2019-11-06 11:04:29:362,0.2961,3.3215,10.6647,0.0256,-0.0152,9.8065,-0.0611,0.4895,-0.3029,-8.0,-36.69,-2.25,145.44,-83.7,53.38,52.71474,-1.558441,1362.019,4.936111111111111,-0.3029,0.2961,3.3215,-6975.76632749871,17002.816233219022,129.24965525044288,0.09999999999990905,5.1580208903715485,131.656174879858,-2114.1731711605357,4794.0547749948055,13141.11655688265
52.71474,-1.558441,137.64,17.77,4,321.01,23 / 23,1362120,2019-11-06 11:04:29:463,2.3308,-0.5254,8.8762,0.0151,-0.1295,9.8057,-0.0611,0.4895,-0.3029,-8.31,-36.31,-1.81,141.21,-84.36,49.75,52.71474,-1.558441,1362.12,4.936111111111111,-0.3029,2.3308,-0.5254,-6975.76632749871,17002.816233219022,129.24965525044288,0.1009999999998854,5.102824884414937,130.80231339440672,-2114.5099502955777,4794.444905531154,13140.629514586026
52.71474,-1.558441,137.64,17.77,4,321.01,23 / 23,1362220,2019-11-06 11:04:29:563,0.4117,-5.1999,8.4821,-0.1247,-0.0324,9.8058,0.0313,0.2184,-0.1445,-8.12,-35.87,-2.0,141.21,-84.36,49.75,52.71474,-1.558441,1362.22,4.936111111111111,-0.1445,0.4117,-5.1999,-6975.76632749871,17002.816233219022,129.24965525044288,0.10000000000013642,5.116040865683331,130.73440453216003,-2114.843799345651,4794.832569758494,13140.145849724237
52.71474,-1.558441,137.64,17.77,4,321.01,23 / 23,1362320,2019-11-06 11:04:29:663,-2.1307,-2.0452,9.1784,-0.0462,0.0477,9.8064,0.0876,-0.2209,-0.0072,-8.06,-36.25,-2.31,137.08,-84.01,43.16,52.71474,-1.558441,1362.32,4.936111111111111,-0.0072,-2.1307,-2.0452,-6975.76632749871,17002.816233219022,129.24965525044288,0.09999999999990905,5.123039413071214,131.71548589962305,-2115.18470284938,4795.2149833166,13139.664455628154
52.71474,-1.558441,137.64,17.77,4,321.01,23 / 23,1362420,2019-11-06 11:04:29:763,-2.1223,1.9922,10.8047,0.0441,0.0008,9.8065,0.1747,-0.4339,0.2153,-8.31,-36.44,-2.37,139.4,-83.49,44.78,52.71474,-1.558441,1362.42,4.936111111111111,0.2153,-2.1223,1.9922,-6975.76632749871,17002.816233219022,129.24965525044288,0.10000000000013642,5.056543642121198,131.24988920336307,-2115.5181032031483,4795.59515504116,13139.187922138799
52.71474,-1.558441,137.64,17.77,4,321.01,23 / 23,1362519,2019-11-06 11:04:29:862,-0.9199,-4.3566,10.8618,0.153,-0.0036,9.8054,0.1747,-0.4339,0.2153,-8.12,-36.56,-1.62,143.22,-84.05,51.21,52.71474,-1.558441,1362.519,4.936111111111111,0.2153,-0.9199,-4.3566,-6975.76632749871,17002.816233219022,129.24965525044288,0.0989999999999327,5.1555093903097795,130.1059040196233,-2115.8469011880375,4795.985533549445,13138.703610350129
52.71474,-1.558441,137.64,17.77,4,321.01,23 / 23,1362621,2019-11-06 11:04:29:964,1.3169,-7.0988,10.881,0.0607,0.0378,9.8064,0.0845,-0.4897,0.1895,-8.06,-36.81,-1.87,143.22,-84.05,51.21,52.71474,-1.558441,1362.621,4.936111111111111,0.1895,1.3169,-7.0988,-6975.76632749871,17002.816233219022,129.24965525044288,0.10200000000008913,5.054470731150002,132.17934598784632,-2116.193073078504,4796.367584627729,13138.220611093893
52.71474,-1.558441,137.64,17.77,4,321.01,23 / 23,1362720,2019-11-06 11:04:30:063,-0.9378,5.0835,10.8534,0.0085,0.0548,9.8064,-0.0209,0.0081,-0.0097,-8.06,-36.69,-1.75,148.11,-83.85,57.56,52.71474,-1.558441,1362.72,4.936111111111111,-0.0097,-0.9378,5.0835,-6975.76632749871,17002.816233219022,129.24965525044288,0.0989999999999327,5.156422729074239,129.52099406322728,-2116.5179263200944,4796.761369054364,13137.734598147226
52.71474,-1.558441,137.64,17.77,4,321.01,23 / 23,1362820,2019-11-06 11:04:30:163,-1.4809,0.3522,10.2794,-0.0389,-0.0443,9.8064,-0.119,0.4212,-0.3254,-6.81,-36.31,-1.5,154.44,-83.47,58.25,52.71474,-1.558441,1362.82,4.936111111111111,-0.3254,-1.4809,0.3522,-6975.76632749871,17002.816233219022,129.24965525044288,0.09999999999990905,5.108226218917879,130.97021292696098,-2116.8528556416004,4797.147065956908,13137.252374360765
52.71474,-1.558441,137.64,17.77,4,321.01,23 / 23,1362920,2019-11-06 11:04:30:263,-0.6661,-7.3167,8.9507,-0.0556,-0.089,9.806,-0.119,0.4212,-0.3254,-7.56,-36.62,-1.37,154.44,-83.47,58.25,52.71474,-1.558441,1362.92,4.936111111111111,-0.3254,-0.6661,-7.3167,-6975.76632749871,17002.816233219022,129.24965525044288,0.10000000000013642,4.996658853398795,130.09136349773144,-2117.174644629835,4797.529319595248,13136.778211750338
52.714863,-1.55861,137.61,17.52,4,319.51,23 / 23,1363028,2019-11-06 11:04:30:371,0.9941,-5.6547,9.2479,0.0097,-0.0173,9.8066,-0.1002,0.7355,-0.5641,-7.19,-36.62,-1.75,143.41,-84.06,51.21,52.714863,-1.55861,1363.028,4.866666666666666,-0.5641,0.9941,-5.6547,-6987.190042196165,17016.493209196626,129.87037062808244,0.10799999999994725,4.97926619233664,130.18059086203615,-2117.521607279978,4797.940176677852,13153.201468634654
52.714863,-1.55861,137.61,17.52,4,319.51,23 / 23,1363121,2019-11-06 11:04:30:464,2.754,1.8832,9.3376,0.0355,0.0355,9.8065,-0.1002,0.7355,-0.5641,-7.62,-36.56,-1.19,150.14,-84.17,53.95,52.714863,-1.55861,1363.121,4.866666666666666,-0.5641,2.754,1.8832,-6987.190042196165,17016.493209196626,129.87037062808244,0.09300000000007458,4.927419740023061,130.46302582024268,-2117.818991943363,4798.28882472003,13152.767496077895
52.714863,-1.55861,137.61,17.52,4,319.51,23 / 23,1363219,2019-11-06 11:04:30:562,1.7014,6.7847,9.7086,0.068,0.0702,9.8061,0.0728,0.8655,-0.4286,-7.94,-37.12,-0.69,150.14,-84.17,53.95,52.714863,-1.55861,1363.219,4.866666666666666,-0.4286,1.7014,6.7847,-6987.190042196165,17016.493209196626,129.87037062808244,0.09799999999995634,5.074830773306377,131.33097901220992,-2118.1474347950734,4798.662275947923,13152.298986342124
52.714863,-1.55861,137.61,17.52,4,319.51,23 / 23,1363320,2019-11-06 11:04:30:663,1.3129,1.5625,9.9055,0.0448,-0.0447,9.8064,-0.0787,0.7484,-0.4356,-7.75,-36.75,-1.19,153.68,-83.98,59.19,52.714863,-1.55861,1363.32,4.866666666666666,-0.4356,1.3129,1.5625,-6987.190042196165,17016.493209196626,129.87037062808244,0.1009999999998854,5.015429895626546,131.6501520394013,-2118.4840836526405,4799.040784836884,13151.822742580243
52.714863,-1.55861,137.61,17.52,4,319.51,23 / 23,1363420,2019-11-06 11:04:30:763,-1.7158,-5.1056,10.1323,0.0479,-0.0317,9.8064,-0.0074,0.7088,-0.3659,-7.37,-36.44,-1.31,154.52,-84.68,61.04,52.714863,-1.55861,1363.42,4.866666666666666,-0.3659,-1.7158,-5.1056,-6987.190042196165,17016.493209196626,129.87037062808244,0.10000000000013642,4.905249544669178,132.21751609304198,-2118.8136904398643,4799.404067229481,13151.363252724468
